"통합메타데이터 ID","전문센터ID","역통 대분류","DB정보","전문센터 메타데이터","제목","대체제목","원자료의 발신자","원자료의 편찬자","원자료의 작성자","역통 중분류","역통 소분류","전문센터주제분류","자료유형","기사레벨","발행자","파일형식","목차","초록","상위자료아이디","상위자료","의존자료","사건발생일","원자료생성일","원자료발행일","발행일","생성일","갱신일","연계주소","저자정렬","날짜정렬",
"KH.AKS.C0000069","AKS","KH.11.01.000","한국사기초사전","C0000069","조선문전(朝鮮文典)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","유길준 지음. 고려대학교 박물관 소장.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0000069</get>                </url>","","",
"KH.AKS.C0000070","AKS","KH.11.01.000","한국사기초사전","C0000070","종묘(宗廟)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0000070</get>                </url>","","",
"KH.AKS.C0000071","AKS","KH.11.01.000","한국사기초사전","C0000071","종묘정전(宗廟正殿)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","서울 종로구 훈정동.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0000071</get>                </url>","","",
"KH.AKS.C0000072","AKS","KH.11.01.000","한국사기초사전","C0000072","중종(中宗)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0000072</get>                </url>","","",
"KH.AKS.C0000073","AKS","KH.11.01.000","한국사기초사전","C0000073","차(茶)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","왼쪽부터 여름용, 봄·가을용, 겨울용","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0000073</get>                </url>","","",
"KH.AKS.C0000074","AKS","KH.11.01.000","한국사기초사전","C0000074","창경궁(昌慶宮)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","서울 종로구 와룡동. 조선시대 별궁이다.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0000074</get>                </url>","","",
"KH.AKS.C0000075","AKS","KH.11.01.000","한국사기초사전","C0000075","창경궁명정전(昌慶宮明政殿)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0000075</get>                </url>","","",
"KH.AKS.C0000076","AKS","KH.11.01.000","한국사기초사전","C0000076","창덕궁(昌德宮)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0000076</get>                </url>","","",
"KH.AKS.C0000077","AKS","KH.11.01.000","한국사기초사전","C0000077","도의(道義)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0000077</get>                </url>","","",
"KH.AKS.C0000078","AKS","KH.11.01.000","한국사기초사전","C0000078","한글학회(――學會)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0000078</get>                </url>","","",
"KH.AKS.C0000079","AKS","KH.11.01.000","한국사기초사전","C0000079","영조(靈照)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0000079</get>                </url>","","",
"KH.AKS.C0000080","AKS","KH.11.01.000","한국사기초사전","C0000080","이엄(利嚴)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0000080</get>                </url>","","",
"KH.AKS.C0000081","AKS","KH.11.01.000","한국사기초사전","C0000081","훈민정음운해(訓民正音韻解)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0000081</get>                </url>","","",
"KH.AKS.C0000082","AKS","KH.11.01.000","한국사기초사전","C0000082","이정(理貞)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0000082</get>                </url>","","",
"KH.AKS.C0000083","AKS","KH.11.01.000","한국사기초사전","C0000083","가산오광대(駕山五廣大)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","가산오광대 中 제4과장. 양반과장.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0000083</get>                </url>","","",
"KH.AKS.C0000084","AKS","KH.11.01.000","한국사기초사전","C0000084","갈항사삼층석탑(葛項寺三層石塔)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","통일신라.  높이 4m. 서울 종로구 세종로 경복궁.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0000084</get>                </url>","","",
"KH.AKS.C0000085","AKS","KH.11.01.000","한국사기초사전","C0000085","감은사지삼층석탑(感恩寺址三層石塔)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0000085</get>                </url>","","",
"KH.AKS.C0000086","AKS","KH.11.01.000","한국사기초사전","C0000086","감저보(甘藷譜)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0000086</get>                </url>","","",
"KH.AKS.C0000087","AKS","KH.11.01.000","한국사기초사전","C0000087","감저신보(甘藷新譜)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","김장순 지음. 고려대학교 도서관 소장.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0000087</get>                </url>","","",
"KH.AKS.C0000088","AKS","KH.11.01.000","한국사기초사전","C0000088","강령탈춤(康翎――)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","제2과장 말뚝이춤.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0000088</get>                </url>","","",
"KH.AKS.C0000089","AKS","KH.11.01.000","한국사기초사전","C0000089","경주구황리삼층석탑(慶州九黃里三層石塔)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","통일신라. 높이 7.3m. 경북 경주시 구황동.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0000089</get>                </url>","","",
"KH.AKS.C0000090","AKS","KH.11.01.000","한국사기초사전","C0000090","경천사십층석탑(敬天寺十層石塔)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","고려. 높이 13.5m. 서울 종로구 세종로 경복궁 소장.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0000090</get>                </url>","","",
"KH.AKS.C0000091","AKS","KH.11.01.000","한국사기초사전","C0000091","고구마(―――)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0000091</get>                </url>","","",
"KH.AKS.C0000092","AKS","KH.11.01.000","한국사기초사전","C0000092","고려국사(高麗國史)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","정도전 고려사","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0000092</get>                </url>","","",
"KH.AKS.C0000093","AKS","KH.11.01.000","한국사기초사전","C0000093","고려사(高麗史)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0000093</get>                </url>","","",
"KH.AKS.C0000094","AKS","KH.11.01.000","한국사기초사전","C0000094","고려사절요(高麗史節要)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","김종서 등 엮음. 1452년. 규장각도서.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0000094</get>                </url>","","",
"KH.AKS.C0000095","AKS","KH.11.01.000","한국사기초사전","C0000095","고선사지삼층석탑(高仙寺址三層石塔)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","통일신라. 높이 9m. 국립경주박물관 소장.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0000095</get>                </url>","","",
"KH.AKS.C0000096","AKS","KH.11.01.000","한국사기초사전","C0000096","고성오광대(固城五廣大)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","다섯째 마당. 제밀주에게 맞아죽은 할미의 상여가 출상을 한다.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0000096</get>                </url>","","",
"KH.AKS.C0000097","AKS","KH.11.01.000","한국사기초사전","C0000097","광대(廣大)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0000097</get>                </url>","","",
"KH.AKS.C0000098","AKS","KH.11.01.000","한국사기초사전","C0000098","구들(――)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0000098</get>                </url>","","",
"KH.AKS.C0000099","AKS","KH.11.01.000","한국사기초사전","C0000099","구삼국사(舊三國史)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0000099</get>                </url>","","",
"KH.AKS.C0000100","AKS","KH.11.01.000","한국사기초사전","C0000100","궁궐(宮闕)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","서울 종로구 와룡동에 있는 궁궐.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0000100</get>                </url>","","",
"KH.AKS.C0000101","AKS","KH.11.01.000","한국사기초사전","C0000101","김소월(金素月)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","서울 용산구 후암동 남산공원.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0000101</get>                </url>","","",
"KH.AKS.C0000102","AKS","KH.11.01.000","한국사기초사전","C0000102","나운규(羅雲奎)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","민족항일기의 선구적인 영화인. 호는 춘사.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0000102</get>                </url>","","",
"KH.AKS.C0000103","AKS","KH.11.01.000","한국사기초사전","C0000103","남계원칠층석탑(南溪院七層石塔)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","고려. 높이 7.54m. 서울 종로구 세종로.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0000103</get>                </url>","","",
"KH.AKS.C0000104","AKS","KH.11.01.000","한국사기초사전","C0000104","담배(――)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","담배는 주로 충주지방을 중점 재배단지로 하여 오늘날에는 안동지방까지도 주요재배단지.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0000104</get>                </url>","","",
"KH.AKS.C0000105","AKS","KH.11.01.000","한국사기초사전","C0000105","동래야류(東萊野遊)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","양반을 신랄하게 모욕한다.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0000105</get>                </url>","","",
"KH.AKS.C0000106","AKS","KH.11.01.000","한국사기초사전","C0000106","동화사비로암삼층석탑(桐華寺毘盧庵三層石塔)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","통일신라. 높이 3.71m. 대구 동구 동화사.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0000106</get>                </url>","","",
"KH.AKS.C0000107","AKS","KH.11.01.000","한국사기초사전","C0000107","무신정권(武臣政權)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0000107</get>                </url>","","",
"KH.AKS.C0000108","AKS","KH.11.01.000","한국사기초사전","C0000108","미륵사지석탑(彌勒寺址石塔)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","백제. 높이 14.24cm. 전북 익산시 금마면 기양리. 우리나라 최고최대의 석탑.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0000108</get>                </url>","","",
"KH.AKS.C0000109","AKS","KH.11.01.000","한국사기초사전","C0000109","방정환(方定煥)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","아동문학가.'어린이날'을  제정.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0000109</get>                </url>","","",
"KH.AKS.C0000110","AKS","KH.11.01.000","한국사기초사전","C0000110","법천사지광국사현묘탑(法泉寺智光國師玄妙塔)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","고려. 높이 6.1m. 서울 종로구 경복궁.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0000110</get>                </url>","","",
"KH.AKS.C0000111","AKS","KH.11.01.000","한국사기초사전","C0000111","봉감모전오층석탑(鳳甘模塼五層石塔)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","고려 전기. 높이 11cm. 경북 영양군 입암면 산해리.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0000111</get>                </url>","","",
"KH.AKS.C0000112","AKS","KH.11.01.000","한국사기초사전","C0000112","봉산탈춤(鳳山――)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","제7과장.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0000112</get>                </url>","","",
